"score","freq","weighted_percent","cumulative_percent"
"0",2816.542234,24.0144269542657,24.0144269542657
"1",3368.884906,28.7238158604034,52.7382428146691
"2",2633.58229,22.4544722844205,75.1927150990896
"3",1568.549098,13.3737769962729,88.5664920953625
"4",862.8556,7.3568869403572,95.9233790357197
"5",368.552264,3.14235352689451,99.0657325626142
"6",88.267046,0.752583257246413,99.8183158198606
"7",20.626463,0.175865528682274,99.9941813485429
"8",0.682443,0.00581865145713627,100
