"risk_factor","Urban","Rural"
"underweight",7.66379818606711,13.9943442364872
"stunted_height",10.0624717568493,9.46323826194582
"high_parity",24.4962714319479,31.2023273314789
"adolescent_birth",28.1428506430383,35.0470380940185
"short_interval",8.64165635668279,9.62430527121289
"home_delivery",25.326496197215,39.310531524455
"distance_problem",38.4354465585739,48.5467519233762
"low_autonomy",23.059311527366,27.5524440000306
"inadequate_anc",46.1255464237776,65.502066814969
